 ,stack,counts,err
1961,1961,140.000,11.832
1962,1962,147.000,12.124
1963,1963,164.000,12.806
1964,1964,111.000,10.536
1965,1965,185.000,13.601
1966,1966,152.000,12.329
1967,1967,129.000,11.358
1968,1968,138.000,11.747
1969,1969,155.000,12.450
1970,1970,146.000,12.083
1971,1971,127.000,11.269
1972,1972,108.000,10.392
1973,1973,169.000,13.000
1974,1974,115.000,10.724
1975,1975,131.000,11.446
1976,1976,143.000,11.958
1977,1977,162.000,12.728
1978,1978,141.000,11.874
1979,1979,145.000,12.042
1980,1980,137.000,11.705
1981,1981,156.000,12.490
1982,1982,103.000,10.149
1983,1983,138.000,11.747
1984,1984,148.000,12.166
1985,1985,135.000,11.619
1986,1986,105.000,10.247
1987,1987,132.000,11.489
1988,1988,151.000,12.288
1989,1989,125.000,11.180
1990,1990,97.000,9.849
1991,1991,122.000,11.045
1992,1992,138.000,11.747
1993,1993,107.000,10.344
1994,1994,124.000,11.136
1995,1995,119.000,10.909
1996,1996,161.000,12.689
1997,1997,115.000,10.724
1998,1998,130.000,11.402
1999,1999,82.000,9.055
2000,2000,101.000,10.050
2001,2001,96.000,9.798
2002,2002,140.000,11.832
2003,2003,129.000,11.358
2004,2004,141.000,11.874
2005,2005,139.000,11.790
2006,2006,105.000,10.247
2007,2007,137.000,11.705
2008,2008,90.000,9.487
2009,2009,117.000,10.817
2010,2010,145.000,12.042
2011,2011,138.000,11.747
2012,2012,105.000,10.247
2013,2013,76.000,8.718
2014,2014,121.000,11.000
2015,2015,144.000,12.000
2016,2016,99.000,9.950
2017,2017,102.000,10.100
2018,2018,125.000,11.180
2019,2019,103.000,10.149
2020,2020,104.000,10.198
2021,2021,107.000,10.344
2022,2022,103.000,10.149
2023,2023,134.000,11.576
2024,2024,140.000,11.832
2025,2025,112.000,10.583
2026,2026,131.000,11.446
2027,2027,112.000,10.583
2028,2028,84.000,9.165
2029,2029,105.000,10.247
2030,2030,115.000,10.724
2031,2031,120.000,10.954
2032,2032,124.000,11.136
2033,2033,118.000,10.863
2034,2034,85.000,9.220
2035,2035,85.000,9.220
2036,2036,105.000,10.247
2037,2037,80.000,8.944
2038,2038,132.000,11.489
2039,2039,75.000,8.660
2040,2040,135.000,11.619
2041,2041,84.000,9.165
2042,2042,96.000,9.798
2043,2043,118.000,10.863
2044,2044,112.000,10.583
2045,2045,94.000,9.695
2046,2046,85.000,9.220
2047,2047,91.000,9.539
2048,2048,113.000,10.630
2049,2049,85.000,9.220
2050,2050,113.000,10.630
2051,2051,93.000,9.644
2052,2052,91.000,9.539
2053,2053,104.000,10.198
2054,2054,91.000,9.539
2055,2055,98.000,9.899
2056,2056,97.000,9.849
2057,2057,127.000,11.269
2058,2058,103.000,10.149
2059,2059,86.000,9.274
2060,2060,109.000,10.440
2061,2061,84.000,9.165
2062,2062,97.000,9.849
2063,2063,107.000,10.344
2064,2064,77.000,8.775
2065,2065,105.000,10.247
2066,2066,93.000,9.644
2067,2067,96.000,9.798
2068,2068,118.000,10.863
2069,2069,103.000,10.149
2070,2070,92.000,9.592
2071,2071,98.000,9.899
2072,2072,94.000,9.695
2073,2073,97.000,9.849
2074,2074,93.000,9.644
2075,2075,111.000,10.536
2076,2076,84.000,9.165
2077,2077,79.000,8.888
2078,2078,85.000,9.220
2079,2079,91.000,9.539
2080,2080,73.000,8.544
2081,2081,94.000,9.695
2082,2082,100.000,10.000
2083,2083,83.000,9.110
2084,2084,110.000,10.488
2085,2085,77.000,8.775
2086,2086,79.000,8.888
2087,2087,77.000,8.775
2088,2088,61.000,7.810
2089,2089,87.000,9.327
